what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1310036660465
started,bundle,org.eclipse.wst.common.environment,1.0.301.v200908101600,"org.eclipse.wst.common.environment",1310036666901
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1310036667377
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1310036764256
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1310036807249
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1310037225438
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1310037228374
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1310037229492
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1310037230889
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1310037232729
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.101.v20090820,"org.eclipse.pde.api.tools.ui",1310037232788
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1310037233014
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.debugger.core.ui",1310037233135
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,"org.eclipse.jst.j2ee.xdoclet.runtime",1310037233319
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1310037233341
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1310037233594
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1310037233814
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1310037234309
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1310037234565
activated,perspective,org.eclipse.ui.ide.application,,"org.eclipse.ui.resourcePerspective",1310110002563
started,bundle,org.eclipse.osgi,3.5.1.R35x_v20090827,"org.eclipse.osgi",1310110002564
