what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1311906396155
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.102.v20090424,"org.eclipse.jst.server.tomcat.ui",1311906396917
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1311906403014
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1311906407176
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1311906412655
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311906419019
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311906440847
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1311906440854
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1311906601721
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1311906601917
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1311906603922
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1311906604750
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1311906604827
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1311906604828
started,bundle,org.eclipse.wst.common.environment,1.0.301.v200908101600,"org.eclipse.wst.common.environment",1311906611214
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311906611643
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311906701949
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311906706175
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311906713399
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1311906714842
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1311906719598
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311906721196
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311906727710
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1311906729656
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311906732552
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311906751352
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311906754821
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311907233741
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1311907234288
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1311907236197
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1311907240584
