what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311733641390
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311733641390
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1311733643374
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311733646670
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1311733712639
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311733715098
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311733716614
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311733785358
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1311733788628
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1311733790286
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1311733790387
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1311733790388
started,bundle,org.eclipse.wst.common.environment,1.0.301.v200908101600,"org.eclipse.wst.common.environment",1311733801996
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311733802326
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311733867432
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1311733873412
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1311733873483
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1311733878379
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1311733881092
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311733886629
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311733907428
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311733916622
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311733936407
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311734015774
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311734202715
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1311734202737
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311734205351
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311735147706
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311735152586
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311735560342
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311735582147
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311736792408
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311736797329
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311736800500
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311740969157
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311740973770
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1311740974073
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1311740975703
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1311740981066
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1311740982350
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1311740994090
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311741034658
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311741573472
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311741575422
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311741749563
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311741750529
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1311742337195
